641,久,3,long time,kyū,hisa
642,仏,4,Buddha,futsu / butsu,hotoke
643,仮,6,sham,ka / ke,kari
644,件,6,affair,ken,
645,任,6,responsibility,nin,maka-seru
646,似,7,becoming,ji,ni-ru
647,余,7,surplus,yo,ama-ru
648,価,8,value,ka,atai
649,保,9,preserve,ho,tamo-tsu
650,修,10,discipline,shū,osa-meru
651,俵,10,straw bag,hyō,tawara
652,個,10,individual,ko,
653,備,12,provide,bi,sona-eru
654,像,14,statue,zō,
655,再,6,again,sai / sa,futata-bi
656,刊,5,publish,kan,
657,判,7,judge,han,waka-ru
658,制,8,control,sei,
659,券,8,ticket,ken,
660,則,9,rule,soku,notto-ru
661,効,8,effect,kō,ki-ku
662,務,11,duty,mu,tsuto-meru
663,勢,13,energy,sei,ikio-i
664,厚,9,rich,kō,atsu-i
665,句,5,phrase,ku,
666,可,5,possible,ka,
667,営,12,manage,ei,itona-mu
668,因,6,cause,in,yo-ru
669,団,6,association,dan / ton,
670,圧,5,pressure,atsu,
671,在,6,exist,zai,a-ru
672,均,7,level,kin,
673,基,11,foundation,ki,moto-zuku
674,報,12,report,hō,muku-iru
675,境,14,boundary,kyō,sakai
676,墓,13,grave,bo,haka
677,増,14,increase,zō,ma-su / fu-eru
678,夢,13,dream,mu,yume
679,妻,8,wife,sai,tsuma
680,婦,11,lady,fu,
681,容,10,contain,yō,
682,寄,11,approach,ki,yo-ru
683,富,12,abundant,fu,tomi
684,導,15,guide,dō,michibi-ku
685,居,8,reside,kyo,i-ru
686,属,12,belong,zoku,
687,布,5,linen,fu,nuno
688,師,10,expert,shi,
689,常,11,normal,jō,tsune
690,幹,13,tree trunk,kan,miki
691,序,7,preface,jo,
692,弁,5,valve,ben,
693,張,11,stretch,chō,ha-ru
694,往,8,journey,ō,
695,復,12,recovery,fuku,
696,徳,14,virtue,toku,
697,志,7,intention,shi,kokorozashi
698,応,7,respond,ō,
699,快,7,cheerful,kai,kokoroyo-i
700,性,8,gender,sei / shō,saga
701,恩,10,grace,on,
702,情,11,feelings,jō,nasa-ke
703,態,14,condition,tai,
704,慣,14,accustomed,kan,na-reru
705,承,8,acquiesce,shō,uketamawa-ru
706,技,7,skill,gi,waza
707,招,8,beckon,shō,mane-ku
708,授,11,instruct,ju,sazu-keru
709,採,11,pick,sai,to-ru
710,接,11,contact,setsu,tsu-gu
711,提,12,propose,tei,sa-geru
712,損,13,loss,son,soko-neru
713,支,4,support,shi,sasa-eru
714,政,9,politics,sei,matsurigoto
715,故,9,circumstances,ko,yue
716,敵,15,enemy,teki,kataki
717,断,11,cut off,dan,ta-tsu / kotowa-ru
718,旧,5,old times,kyū,
719,易,8,easy,eki,yasa-shii
720,暴,15,outburst,bō,aba-ku
721,条,7,clause,jō,kudari
722,枝,8,branch,shi,eda
723,査,9,investigate,sa,
724,格,10,status,kaku,
725,桜,10,cherry,ō,sakura
726,検,12,examine,ken,
727,構,14,construct,kō,kama-eru
728,武,8,military,bu / mu,
729,比,4,compare,hi,kura-beru
730,永,5,eternity,ei,naga-i
731,河,8,stream,ka,kawa
732,液,11,fluid,eki,
733,混,11,mix,kon,ma-zaru
734,減,12,decrease,gen,he-ru
735,測,12,fathom,soku,haka-ru
736,準,13,standard,jun,
737,演,14,perform,en,
738,潔,15,undefiled,ketsu,isagiyo-i
739,災,7,disaster,sai,wazawa-i
740,燃,16,burn,nen,mo-eru
741,版,8,printing block,han,
742,犯,5,crime,han,oka-su
743,状,7,form,jō,
744,独,9,alone,doku,hito-ri
745,率,11,rate,ritsu / sotsu,hiki-iru
746,現,11,appear,gen,arawa-reru
747,留,10,detain,ryū / ru,todo-maru
748,略,11,abbreviation,ryaku,
749,益,10,benefit,eki,
750,眼,11,eyeball,gan,me
751,破,10,rend,ha,yabu-ru
752,確,15,certain,kaku,tashi-ka
753,示,5,indicate,shi,shime-su
754,祖,9,ancestor,so,
755,禁,13,prohibition,kin,
756,移,11,shift,i,utsu-ru
757,程,12,extent,tei,hodo
758,税,12,tax,zei,
759,築,16,fabricate,chiku,kizu-ku
760,精,14,refined,sei,
761,素,10,elementary,su / so,moto
762,経,11,manage,kei / kyō,he-ru
763,統,12,relationship,tō,su-beru
764,絶,12,discontinue,zetsu,ta-tsu
765,綿,14,cotton,men,wata
766,総,14,whole,sō,
767,編,15,compile,hen,a-mu
768,績,17,exploits,seki,
769,織,18,weave,shiki,o-ru
770,罪,13,guilt,zai,tsumi
771,群,13,flock,gun,mu-reru
772,義,13,righteousness,gi,
773,耕,10,till,kō,tagaya-su
774,職,18,employment,shoku,
775,肥,8,fertilizer,hi,ko-yasu
776,能,10,ability,nō,
777,興,16,entertain,kyō,oko-su
778,舌,6,tongue,zetsu,shita
779,舎,8,cottage,sha,
780,術,11,art,jutsu,sube
781,衛,16,defense,ei,
782,製,14,manufacture,sei,
783,複,14,duplicate,fuku,
784,規,11,rule,ki,
785,解,13,untie,ge / kai,to-ku
786,設,11,establish,setsu,mou-keru
787,許,11,permit,kyo,yuru-su
788,証,12,evidence,shō,akashi
789,評,12,evaluate,hyō,
790,講,17,lecture,kō,
791,謝,17,apologize,sha,ayama-ru
792,識,19,discriminating,shiki,
793,護,20,safeguard,go,mamo-ru
794,豊,13,bountiful,hō,yuta-ka
795,財,10,wealth,zai,
796,貧,11,poor,hin,mazu-shii
797,責,11,blame,seki,se-meru
798,貸,12,lend,tai,ka-su
799,貿,12,trade,bō,
800,賀,12,congratulations,ga,
801,資,13,resources,shi,
802,賛,15,approve,san,
803,質,15,quality,shitsu,
804,輸,16,transport,yu,
805,述,8,mention,jutsu,no-beru
806,迷,9,astray,mei,mayo-u
807,退,9,retreat,tai,shirizo-ku
808,逆,9,inverted,gyaku,saka-rau
809,造,10,create,zō,tsuku-ru
810,過,12,overdo,ka,ayama-chi
811,適,14,suitable,teki,
812,酸,14,acid,san,
813,鉱,13,mineral,kō,
814,銅,14,copper,dō,
815,銭,14,coin,sen,zeni
816,防,7,resist,bō,fuse-gu
817,限,9,limit,gen,kagi-ru
818,険,11,precipitous,ken,kewa-shii
819,際,14,occasion,sai,kiwa
820,雑,14,miscellaneous,zatsu,
821,非,8,negative,hi,ara-zu
822,預,13,deposit,yo,azu-keru
823,領,14,territory,ryō,
824,額,18,amount,gaku,hitai
825,飼,13,domesticate,shi,ka-u